DESARROLLADORA,PROYECTO,N INMUEBLE,MODELO,AREA TOTAL,QUE FALTA
INVENT,ALTANOVA,1303,X03,56.77,dormitorios
INVENT,ALTANOVA,1203,X03,56.77,dormitorios
INVENT,ALTANOVA,1103,X03,56.77,dormitorios
INVENT,ALTANOVA,1003,X03,56.77,dormitorios
INVENT,ALTANOVA,903,X03,56.77,dormitorios
INVENT,ALTANOVA,803,X03,56.77,dormitorios
INVENT,ALTANOVA,703,X03,56.77,dormitorios
INVENT,ALTANOVA,603,X03,56.77,dormitorios
INVENT,ALTANOVA,503,X03,56.77,dormitorios
INVENT,ALTANOVA,403,X03,56.77,dormitorios
INVENT,ALTANOVA,303,X03,56.77,dormitorios
INVENT,ALTANOVA,203,X03,56.77,dormitorios
INVENT,ALTANOVA,1702,X02,56.77,dormitorios
INVENT,ALTANOVA,1602,X02,56.77,dormitorios
INVENT,ALTANOVA,1502,X02,56.77,dormitorios
INVENT,ALTANOVA,1402,X02,56.77,dormitorios
INVENT,ALTANOVA,1302,X02,56.77,dormitorios
INVENT,ALTANOVA,1202,X02,56.77,dormitorios
INVENT,ALTANOVA,1102,X02,56.77,dormitorios
INVENT,ALTANOVA,1002,X02,56.77,dormitorios
INVENT,ALTANOVA,902,X02,56.77,dormitorios
INVENT,ALTANOVA,802,X02,56.77,dormitorios
INVENT,ALTANOVA,702,X02,56.77,dormitorios
INVENT,ALTANOVA,602,X02,56.77,dormitorios
INVENT,ALTANOVA,502,X02,56.77,dormitorios
INVENT,ALTANOVA,402,X02,56.77,dormitorios
INVENT,ALTANOVA,302,X02,56.77,dormitorios
INVENT,ALTANOVA,202,X02,56.77,dormitorios
URBANA,S14,1603,,66.33,vista
URBANA,S14,2002,,129.3,vista
URBANA,S14,1503,,66.33,vista
URBANA,S14,1303,,66.33,vista
URBANA,S14,2006,,109.15,vista
GRUPO MG,VISTA VERDE,2011,X11,151.5,dormitorios
GRUPO MG,VISTA VERDE,1907,X07,73.1,dormitorios
GRUPO MG,VISTA VERDE,1807,X07,79.4,dormitorios
GRUPO MG,VISTA VERDE,1804,X04,71.4,dormitorios
GRUPO MG,VISTA VERDE,1706,X06,71.4,dormitorios
GRUPO MG,VISTA VERDE,1311,X11,2026-05-31 00:00:00,area
GRUPO MG,VISTA VERDE,706,X06,71.4,dormitorios
GRUPO MG,SMART A,1002,X02,82.5,dormitorios
GRUPO MG,SMART A,1001,X01,83.35,dormitorios
URBANA,S14,1502,,66.2,vista
URBANA,S14,1402,,66.2,vista
URBANA,S14,2005,,108.39,vista
GRUPO MG,LOS PINOS III,1507,X07,81.9,dormitorios
URBANA,S14,1301,,66.55,vista
URBANA,S14,1203,,66.33,vista
URBANA,S14,1108,,69.41,vista
URBANA,S14,1401,,66.55,vista
GRUPO LAR,QANTUA,603,J-603,40.28,vista
GRUPO LAR,QANTUA,503,J-503,40.28,vista
GRUPO LAR,QANTUA,403,J-403,40.28,vista
GRUPO LAR,QANTUA,303,J-303,40.28,vista
GRUPO LAR,QANTUA,203,J-203,40.28,vista
GRUPO LAR,QANTUA,103,J-103,40.28,vista
GRUPO LAR,QANTUA,604,I-604,40.18,vista
GRUPO LAR,QANTUA,603,I-603,40.28,vista
GRUPO LAR,QANTUA,503,I-503,40.28,vista
GRUPO LAR,QANTUA,404,I-404,40.18,vista
GRUPO LAR,QANTUA,403,I-403,40.28,vista
GRUPO LAR,QANTUA,304,I-304,40.18,vista
GRUPO LAR,QANTUA,303,I-303,40.28,vista
GRUPO LAR,QANTUA,204,I-204,40.18,vista
GRUPO LAR,QANTUA,203,I-203,40.28,vista
GRUPO LAR,QANTUA,104,I-104,40.18,vista
GRUPO LAR,QANTUA,103,I-103,40.28,vista
GRUPO LAR,QANTUA,605,H-605,40.33,vista
GRUPO LAR,QANTUA,607,G-607,40.32,vista
GRUPO LAR,QANTUA,601,G-601,40.03,vista
GRUPO LAR,QANTUA,514,G-514,40.29,vista
GRUPO LAR,QANTUA,417,G-417,40.03,vista
GRUPO LAR,QANTUA,414,G-414,40.29,vista
GRUPO LAR,QANTUA,316,G-316,40.03,vista
GRUPO LAR,QANTUA,312,G-312,40.29,vista
GRUPO LAR,QANTUA,2,F-SS02,83.54,dormitorios; vista
GRUPO LAR,QANTUA,3,E-SS03,84.16,dormitorios; vista
GRUPO LAR,QANTUA,2,E-SS02,82.92,dormitorios; vista
GRUPO LAR,QANTUA,1,E-SS01,102.86,dormitorios; vista
GRUPO LAR,QANTUA,3,D-SS03,83.55,dormitorios; vista
IMAGINA,ALTO LIMA PARK,1608,DPTO B208 AL B2108,64.19,vista
IMAGINA,ALTO LIMA PARK,1503,DPTO B203 AL B2103,64.07,vista
IMAGINA,ALTO LIMA PARK,1005,DPTO B205 AL B2105,64.05,vista
IMAGINA,ALTO LIMA PARK,801,DPTO B201 AL B2101,72.82,dormitorios; vista
IMAGINA,ALTO LIMA PARK,605,DPTO B205 AL B2105,64.05,vista
IMAGINA,ALTO LIMA PARK,505,DPTO B205 AL B2105,64.05,vista
IMAGINA,ALTO LIMA PARK,407,DPTO B207 AL B2107,72.17,dormitorios; vista
IMAGINA,ALTO LIMA PARK,1608,DPTO A208 AL A2008,72.82,dormitorios; vista
IMAGINA,ALTO LIMA PARK,908,DPTO A208 AL A2008,72.82,dormitorios; vista
IMAGINA,ALTO LIMA PARK,802,DPTO A202 AL A2002,72.17,dormitorios; vista
IMAGINA,ALTO LIMA PARK,706,DPTO A206 AL A2006,64.07,vista
IMAGINA,ALTO LIMA PARK,701,DPTO A201 AL A2001,64.19,vista
IMAGINA,ALTO LIMA PARK,504,DPTO A204 AL A2004,64.05,vista
IMAGINA,ALTO ALBORADA 1,605,DPTO A205 AL A2005,72.63,dormitorios
IMAGINA,ALTO ALBORADA 1,204,DPTO A204 AL A2004,72.63,dormitorios
IMAGINA,ALTO ALBORADA 2,2310,DPTO C210 AL C2310,66.34,vista
IMAGINA,ALTO ALBORADA 2,2309,DPTO C209 AL C2309,66.22,vista
IMAGINA,ALTO ALBORADA 2,2304,DPTO C204 AL C2304,64.45,vista
IMAGINA,ALTO ALBORADA 2,2209,DPTO C209 AL C2309,66.22,vista
IMAGINA,ALTO ALBORADA 2,2205,DPTO C205 AL C2305,64.25,vista
IMAGINA,ALTO ALBORADA 2,2204,DPTO C204 AL C2304,64.45,vista
IMAGINA,ALTO ALBORADA 2,2203,DPTO C203 AL C2303,66.22,vista
IMAGINA,ALTO ALBORADA 2,2110,DPTO C210 AL C2310,66.34,vista
IMAGINA,ALTO ALBORADA 2,2109,DPTO C209 AL C2309,66.22,vista
IMAGINA,ALTO ALBORADA 2,2108,DPTO C208 AL C2308,64.49,vista
IMAGINA,ALTO ALBORADA 2,2102,DPTO C202 AL C2302,64.11,vista
IMAGINA,ALTO ALBORADA 2,2101,DPTO C201 AL C2301,64.51,vista
IMAGINA,ALTO ALBORADA 2,2010,DPTO C210 AL C2310,66.34,vista
IMAGINA,ALTO ALBORADA 2,2005,DPTO C205 AL C2305,64.25,vista
IMAGINA,ALTO ALBORADA 2,1908,DPTO C208 AL C2308,64.49,vista
IMAGINA,ALTO ALBORADA 2,1904,DPTO C204 AL C2304,64.45,vista
IMAGINA,ALTO ALBORADA 2,1901,DPTO C201 AL C2301,64.51,vista
IMAGINA,ALTO ALBORADA 2,1810,DPTO C210 AL C2310,66.34,vista
IMAGINA,ALTO ALBORADA 2,1808,DPTO C208 AL C2308,64.49,vista
IMAGINA,ALTO ALBORADA 2,1807,DPTO C207 AL C2307,73.18,dormitorios; vista
IMAGINA,ALTO ALBORADA 2,1806,DPTO C206 AL C2306,73.18,dormitorios; vista
IMAGINA,ALTO ALBORADA 2,1804,DPTO C204 AL C2304,64.45,vista
IMAGINA,ALTO ALBORADA 2,1803,DPTO C203 AL C2303,66.22,vista
IMAGINA,ALTO ALBORADA 2,1802,DPTO C202 AL C2302,64.11,vista
IMAGINA,ALTO ALBORADA 2,1710,DPTO C210 AL C2310,66.34,vista
IMAGINA,ALTO ALBORADA 2,1709,DPTO C209 AL C2309,66.22,vista
IMAGINA,ALTO ALBORADA 2,1708,DPTO C208 AL C2308,64.49,vista
IMAGINA,ALTO ALBORADA 2,1706,DPTO C206 AL C2306,73.18,dormitorios; vista
IMAGINA,ALTO ALBORADA 2,1705,DPTO C205 AL C2305,64.25,vista
IMAGINA,ALTO ALBORADA 2,1704,DPTO C204 AL C2304,64.45,vista
IMAGINA,ALTO ALBORADA 2,1701,DPTO C201 AL C2301,64.51,vista
IMAGINA,ALTO ALBORADA 2,1610,DPTO C210 AL C2310,66.34,vista
IMAGINA,ALTO ALBORADA 2,1609,DPTO C209 AL C2309,66.22,vista
IMAGINA,ALTO ALBORADA 2,1608,DPTO C208 AL C2308,64.49,vista
IMAGINA,ALTO ALBORADA 2,1607,DPTO C207 AL C2307,73.18,dormitorios; vista
IMAGINA,ALTO ALBORADA 2,1606,DPTO C206 AL C2306,73.18,dormitorios; vista
IMAGINA,ALTO ALBORADA 2,1605,DPTO C205 AL C2305,64.25,vista
IMAGINA,ALTO ALBORADA 2,1601,DPTO C201 AL C2301,64.51,vista
IMAGINA,ALTO ALBORADA 2,1509,DPTO C209 AL C2309,66.22,vista
IMAGINA,ALTO ALBORADA 2,1505,DPTO C205 AL C2305,64.25,vista
IMAGINA,ALTO ALBORADA 2,1504,DPTO C204 AL C2304,64.45,vista
IMAGINA,ALTO ALBORADA 2,1503,DPTO C203 AL C2303,66.22,vista
IMAGINA,ALTO ALBORADA 2,1501,DPTO C201 AL C2301,64.51,vista
IMAGINA,ALTO ALBORADA 2,1410,DPTO C210 AL C2310,66.34,vista
IMAGINA,ALTO ALBORADA 2,1409,DPTO C209 AL C2309,66.22,vista
IMAGINA,ALTO ALBORADA 2,1407,DPTO C207 AL C2307,73.18,dormitorios; vista
IMAGINA,ALTO ALBORADA 2,1405,DPTO C205 AL C2305,64.25,vista
IMAGINA,ALTO ALBORADA 2,1404,DPTO C204 AL C2304,64.45,vista
IMAGINA,ALTO ALBORADA 2,1402,DPTO C202 AL C2302,64.11,vista
IMAGINA,ALTO ALBORADA 2,1304,DPTO C204 AL C2304,64.45,vista
IMAGINA,ALTO ALBORADA 2,1302,DPTO C202 AL C2302,64.11,vista
IMAGINA,ALTO ALBORADA 2,1210,DPTO C210 AL C2310,66.34,vista
IMAGINA,ALTO ALBORADA 2,1208,DPTO C208 AL C2308,64.49,vista
IMAGINA,ALTO ALBORADA 2,1207,DPTO C207 AL C2307,73.18,dormitorios; vista
IMAGINA,ALTO ALBORADA 2,1206,DPTO C206 AL C2306,73.18,dormitorios; vista
URBANA,S14,1201,,66.55,vista
IMAGINA,ALTO ALBORADA 2,1204,DPTO C204 AL C2304,64.45,vista
IMAGINA,ALTO ALBORADA 2,1201,DPTO C201 AL C2301,64.51,vista
IMAGINA,ALTO ALBORADA 2,1109,DPTO C209 AL C2309,66.22,vista
IMAGINA,ALTO ALBORADA 2,1108,DPTO C208 AL C2308,64.49,vista
IMAGINA,ALTO ALBORADA 2,1107,DPTO C207 AL C2307,73.18,dormitorios; vista
IMAGINA,ALTO ALBORADA 2,1105,DPTO C205 AL C2305,64.25,vista
IMAGINA,ALTO ALBORADA 2,1104,DPTO C204 AL C2304,64.45,vista
IMAGINA,ALTO ALBORADA 2,1103,DPTO C203 AL C2303,66.22,vista
IMAGINA,ALTO ALBORADA 2,1101,DPTO C201 AL C2301,64.51,vista
IMAGINA,ALTO ALBORADA 2,1010,DPTO C210 AL C2310,66.34,vista
IMAGINA,ALTO ALBORADA 2,1009,DPTO C209 AL C2309,66.22,vista
IMAGINA,ALTO ALBORADA 2,1007,DPTO C207 AL C2307,73.18,dormitorios; vista
IMAGINA,ALTO ALBORADA 2,1006,DPTO C206 AL C2306,73.18,dormitorios; vista
IMAGINA,ALTO ALBORADA 2,1004,DPTO C204 AL C2304,64.45,vista
IMAGINA,ALTO ALBORADA 2,1001,DPTO C201 AL C2301,64.51,vista
IMAGINA,ALTO ALBORADA 2,910,DPTO C210 AL C2310,66.34,vista
IMAGINA,ALTO ALBORADA 2,909,DPTO C209 AL C2309,66.22,vista
IMAGINA,ALTO ALBORADA 2,907,DPTO C207 AL C2307,73.18,dormitorios; vista
IMAGINA,ALTO ALBORADA 2,906,DPTO C206 AL C2306,73.18,dormitorios; vista
IMAGINA,ALTO ALBORADA 2,905,DPTO C205 AL C2305,64.25,vista
IMAGINA,ALTO ALBORADA 2,904,DPTO C204 AL C2304,64.45,vista
IMAGINA,ALTO ALBORADA 2,903,DPTO C203 AL C2303,66.22,vista
IMAGINA,ALTO ALBORADA 2,902,DPTO C202 AL C2302,64.11,vista
IMAGINA,ALTO ALBORADA 2,901,DPTO C201 AL C2301,64.51,vista
IMAGINA,ALTO ALBORADA 2,809,DPTO C209 AL C2309,66.22,vista
IMAGINA,ALTO ALBORADA 2,805,DPTO C205 AL C2305,64.25,vista
IMAGINA,ALTO ALBORADA 2,803,DPTO C203 AL C2303,66.22,vista
IMAGINA,ALTO ALBORADA 2,802,DPTO C202 AL C2302,64.11,vista
IMAGINA,ALTO ALBORADA 2,801,DPTO C201 AL C2301,64.51,vista
IMAGINA,ALTO ALBORADA 2,709,DPTO C209 AL C2309,66.22,vista
IMAGINA,ALTO ALBORADA 2,708,DPTO C208 AL C2308,64.49,vista
IMAGINA,ALTO ALBORADA 2,707,DPTO C207 AL C2307,73.18,dormitorios; vista
IMAGINA,ALTO ALBORADA 2,704,DPTO C204 AL C2304,64.45,vista
IMAGINA,ALTO ALBORADA 2,702,DPTO C202 AL C2302,64.11,vista
IMAGINA,ALTO ALBORADA 2,701,DPTO C201 AL C2301,64.51,vista
IMAGINA,ALTO ALBORADA 2,609,DPTO C209 AL C2309,66.22,vista
IMAGINA,ALTO ALBORADA 2,607,DPTO C207 AL C2307,73.18,dormitorios; vista
IMAGINA,ALTO ALBORADA 2,605,DPTO C205 AL C2305,64.25,vista
IMAGINA,ALTO ALBORADA 2,604,DPTO C204 AL C2304,64.45,vista
IMAGINA,ALTO ALBORADA 2,602,DPTO C202 AL C2302,64.11,vista
IMAGINA,ALTO ALBORADA 2,510,DPTO C210 AL C2310,66.34,vista
IMAGINA,ALTO ALBORADA 2,507,DPTO C207 AL C2307,73.18,dormitorios; vista
IMAGINA,ALTO ALBORADA 2,506,DPTO C206 AL C2306,73.18,dormitorios; vista
IMAGINA,ALTO ALBORADA 2,504,DPTO C204 AL C2304,64.45,vista
IMAGINA,ALTO ALBORADA 2,502,DPTO C202 AL C2302,64.11,vista
IMAGINA,ALTO ALBORADA 2,501,DPTO C201 AL C2301,64.51,vista
IMAGINA,ALTO ALBORADA 2,409,DPTO C209 AL C2309,66.22,vista
IMAGINA,ALTO ALBORADA 2,407,DPTO C207 AL C2307,73.18,dormitorios; vista
IMAGINA,ALTO ALBORADA 2,309,DPTO C209 AL C2309,66.22,vista
IMAGINA,ALTO ALBORADA 2,308,DPTO C208 AL C2308,64.49,vista
IMAGINA,ALTO ALBORADA 2,305,DPTO C205 AL C2305,64.25,vista
IMAGINA,ALTO ALBORADA 2,303,DPTO C203 AL C2303,66.22,vista
IMAGINA,ALTO ALBORADA 2,302,DPTO C202 AL C2302,64.11,vista
IMAGINA,ALTO ALBORADA 2,301,DPTO C201 AL C2301,64.51,vista
IMAGINA,ALTO ALBORADA 2,209,DPTO C209 AL C2309,66.22,vista
IMAGINA,ALTO ALBORADA 2,208,DPTO C208 AL C2308,64.49,vista
IMAGINA,ALTO ALBORADA 2,207,DPTO C207 AL C2307,73.18,dormitorios; vista
IMAGINA,ALTO ALBORADA 2,201,DPTO C201 AL C2301,64.51,vista
IMAGINA,ALTO ALBORADA 2,110,DPTO C110,70.28,vista
IMAGINA,ALTO ALBORADA 2,106,DPTO C106,77.25,vista
IMAGINA,ALTO ALBORADA 2,104,DPTO C104,68.65,vista
IMAGINA,ALTO LIMA PARK,306,DPTO A206 AL A2006,64.07,vista
IMAGINA,ALTO LIMA PARK,2002,DPTO B202 AL B2102,66.35,vista
IMAGINA,ALTO LIMA PARK,2102,DPTO B202 AL B2102,66.35,vista
IMAGINA,ALTO LIMA PARK,1902,DPTO B202 AL B2102,66.35,vista
IMAGINA,ALTO LIMA PARK,1802,DPTO B202 AL B2102,66.35,vista
IMAGINA,ALTO LIMA PARK,1708,DPTO B208 AL B2108,64.19,vista
IMAGINA,ALTO LIMA PARK,1707,DPTO B207 AL B2107,72.17,dormitorios; vista
IMAGINA,ALTO LIMA PARK,1706,DPTO B206 AL B2106,72.42,dormitorios; vista
IMAGINA,ALTO LIMA PARK,1702,DPTO B202 AL B2102,66.35,vista
IMAGINA,ALTO LIMA PARK,1607,DPTO B207 AL B2107,72.17,dormitorios; vista
IMAGINA,ALTO LIMA PARK,1606,DPTO B206 AL B2106,72.42,dormitorios; vista
IMAGINA,ALTO LIMA PARK,1605,DPTO B205 AL B2105,64.05,vista
IMAGINA,ALTO LIMA PARK,1604,DPTO B204 AL B2104,64.16,vista
IMAGINA,ALTO LIMA PARK,1507,DPTO B207 AL B2107,72.17,dormitorios; vista
IMAGINA,ALTO LIMA PARK,1505,DPTO B205 AL B2105,64.05,vista
IMAGINA,ALTO LIMA PARK,1504,DPTO B204 AL B2104,64.16,vista
IMAGINA,ALTO LIMA PARK,1301,DPTO B201 AL B2101,72.82,dormitorios; vista
IMAGINA,ALTO LIMA PARK,1204,DPTO B204 AL B2104,64.16,vista
IMAGINA,ALTO LIMA PARK,1104,DPTO B204 AL B2104,64.16,vista
IMAGINA,ALTO LIMA PARK,1103,DPTO B203 AL B2103,64.07,vista
IMAGINA,ALTO LIMA PARK,1101,DPTO B201 AL B2101,72.82,dormitorios; vista
IMAGINA,ALTO LIMA PARK,1004,DPTO B204 AL B2104,64.16,vista
IMAGINA,ALTO LIMA PARK,701,DPTO B201 AL B2101,72.82,dormitorios; vista
IMAGINA,ALTO LIMA PARK,603,DPTO B203 AL B2103,64.07,vista
IMAGINA,ALTO LIMA PARK,503,DPTO B203 AL B2103,64.07,vista
IMAGINA,ALTO LIMA PARK,406,DPTO B206 AL B2106,72.42,dormitorios; vista
IMAGINA,ALTO LIMA PARK,404,DPTO B204 AL B2104,64.16,vista
IMAGINA,ALTO LIMA PARK,305,DPTO B205 AL B2105,64.05,vista
IMAGINA,ALTO LIMA PARK,303,DPTO B203 AL B2103,64.07,vista
IMAGINA,ALTO LIMA PARK,205,DPTO B205 AL B2105,64.05,vista
IMAGINA,ALTO LIMA PARK,407,DPTO A207 AL A2007,66.35,vista
IMAGINA,ALTO LIMA PARK,406,DPTO A206 AL A2006,64.07,vista
IMAGINA,ALTO LIMA PARK,404,DPTO A204 AL A2004,64.05,vista
IMAGINA,ALTO LIMA PARK,307,DPTO A207 AL A2007,66.35,vista
IMAGINA,ALTO LIMA PARK,304,DPTO A204 AL A2004,64.05,vista
IMAGINA,ALTO LIMA PARK,207,DPTO A207 AL A2007,66.35,vista
IMAGINA,ALTO LIMA PARK,206,DPTO A206 AL A2006,64.07,vista
IMAGINA,ALTO LIMA PARK,205,DPTO A205 AL A2005,64.16,vista
IMAGINA,ALTO LIMA PARK,105,DPTO A105,75.16,dormitorios; vista
IMAGINA,ALTO ALBORADA 1,404,DPTO A204 AL A2004,72.63,dormitorios
IMAGINA,ALTO ALBORADA 1,202,DPTO B202 AL B2002,73.44,dormitorios
IMAGINA,ALTO ALBORADA 1,409,DPTO B209 AL B2009,72.85,dormitorios
IMAGINA,ALTO ALBORADA 1,301,DPTO B201 AL B2001,73.77,dormitorios
IMAGINA,ALTO ALBORADA 1,302,DPTO B202 AL B2002,73.44,dormitorios
IMAGINA,ALTO ALBORADA 1,508,DPTO B208 AL B2008,73.06,dormitorios
IMAGINA,ALTO ALBORADA 1,609,DPTO B209 AL B2009,72.85,dormitorios
IMAGINA,ALTO ALBORADA 1,501,DPTO B201 AL B2001,73.77,dormitorios
IMAGINA,ALTO ALBORADA 1,502,DPTO B202 AL B2002,73.44,dormitorios
IMAGINA,ALTO ALBORADA 1,602,DPTO B202 AL B2002,73.44,dormitorios
IMAGINA,ALTO ALBORADA 1,702,DPTO B202 AL B2002,73.44,dormitorios
URBANA,S14,1103,,66.33,vista
CANTABRIA,DUETTO 846-2,1105,TIPO 5,47.8,dormitorios
CANTABRIA,DUETTO 846-2,305,TIPO 5,47.8,dormitorios
CANTABRIA,DUETTO 846-2,205,TIPO 5,47.8,dormitorios
CANTABRIA,DUETTO 846-2,1103,TIPO 3,72.2,dormitorios
CANTABRIA,DUETTO 846-2,1101,TIPO 1,70.5,dormitorios
CANTABRIA,DUETTO 846-2,703,TIPO 3,72.2,dormitorios
CANTABRIA,DUETTO 846-2,601,TIPO 1,70.5,dormitorios
CANTABRIA,DUETTO 846-1,1105,TIPO 5,47.8,dormitorios
CANTABRIA,DUETTO 846-1,408,TIPO 8,59.65,dormitorios
CANTABRIA,DUETTO 846-1,1003,TIPO 3,72.2,dormitorios
CANTABRIA,DUETTO 846-1,1001,TIPO 1,70.8,dormitorios
CANTABRIA,DUETTO 846-1,601,TIPO 1,70.8,dormitorios
CANTABRIA,DUETTO 846-1,201,,68.9,dormitorios
ALBAMAR,RE+COLONIAL,1109,IZ,58.62,dormitorios
ALBAMAR,RE+COLONIAL,2301,A,64.48,dormitorios
ALBAMAR,RE+COLONIAL,2307,GX,65.43,dormitorios
ALBAMAR,RE+COLONIAL,2305,EV,44.94,dormitorios
ALBAMAR,RE+COLONIAL,2210,JAA,47.88,dormitorios
ALBAMAR,RE+COLONIAL,2208,HY,63.72,dormitorios
ALBAMAR,RE+COLONIAL,2207,GX,61.35,dormitorios
ALBAMAR,RE+COLONIAL,2204,DSU,62.89,dormitorios
ALBAMAR,RE+COLONIAL,2108,HY,63.72,dormitorios
ALBAMAR,RE+COLONIAL,2107,GX,63.15,dormitorios
ALBAMAR,RE+COLONIAL,2104,DSU,62.89,dormitorios
ALBAMAR,RE+COLONIAL,2008,HY,63.72,dormitorios
ALBAMAR,RE+COLONIAL,2007,GX,63.15,dormitorios
ALBAMAR,RE+COLONIAL,1907,GX,63.15,dormitorios
ALBAMAR,RE+COLONIAL,1904,DSU,62.89,dormitorios
ALBAMAR,RE+COLONIAL,1809,IZ,56.7,dormitorios
ALBAMAR,RE+COLONIAL,1808,HY,63.72,dormitorios
ALBAMAR,RE+COLONIAL,1804,DSU,62.89,dormitorios
ALBAMAR,RE+COLONIAL,1801,A,64.48,dormitorios
ALBAMAR,RE+COLONIAL,1709,IZ,56.7,dormitorios
ALBAMAR,RE+COLONIAL,1708,HY,63.72,dormitorios
ALBAMAR,RE+COLONIAL,1707,GX,63.15,dormitorios
ALBAMAR,RE+COLONIAL,1704,DSU,62.89,dormitorios
ALBAMAR,RE+COLONIAL,1702,B,64.13,dormitorios
ALBAMAR,RE+COLONIAL,1609,IZ,56.7,dormitorios
ALBAMAR,RE+COLONIAL,1608,HY,63.72,dormitorios
ALBAMAR,RE+COLONIAL,1602,B,64.13,dormitorios
ALBAMAR,RE+COLONIAL,1601,A,64.48,dormitorios
ALBAMAR,RE+COLONIAL,1508,HY,63.72,dormitorios
ALBAMAR,RE+COLONIAL,1504,DSU,62.89,dormitorios
ALBAMAR,RE+COLONIAL,1501,A,64.48,dormitorios
ALBAMAR,RE+COLONIAL,1408,HY,63.72,dormitorios
ALBAMAR,RE+COLONIAL,1407,GX,63.15,dormitorios
ALBAMAR,RE+COLONIAL,1402,B,64.13,dormitorios
ALBAMAR,RE+COLONIAL,1401,A,64.48,dormitorios
ALBAMAR,RE+COLONIAL,1307,GX,63.15,dormitorios
ALBAMAR,RE+COLONIAL,1301,A,64.48,dormitorios
ALBAMAR,RE+COLONIAL,1208,HY,63.72,dormitorios
ALBAMAR,RE+COLONIAL,1202,B,64.13,dormitorios
ALBAMAR,RE+COLONIAL,1108,HY,66.49,dormitorios
ALBAMAR,RE+COLONIAL,1107,GX,65.43,dormitorios
ALBAMAR,RE+COLONIAL,1104,DSU,65.96,dormitorios
ALBAMAR,RE+COLONIAL,1102,B,64.13,dormitorios
ALBAMAR,RE+COLONIAL,1101,A,64.48,dormitorios
ALBAMAR,RE+COLONIAL,1010,JAA,48.81,dormitorios
ALBAMAR,RE+COLONIAL,1009,IZ,58.62,dormitorios
ALBAMAR,RE+COLONIAL,1008,HY,65.44,dormitorios
ALBAMAR,RE+COLONIAL,1007,GX,66.49,dormitorios
ALBAMAR,RE+COLONIAL,1004,DSU,65.93,dormitorios
ALBAMAR,RE+COLONIAL,1001,A,64.48,dormitorios
ALBAMAR,RE+COLONIAL,910,JAA,48.81,dormitorios
ALBAMAR,RE+COLONIAL,909,IZ,58.62,dormitorios
ALBAMAR,RE+COLONIAL,908,HY,66.49,dormitorios
ALBAMAR,RE+COLONIAL,907,GX,65.44,dormitorios
ALBAMAR,RE+COLONIAL,904,DSU,65.93,dormitorios
ALBAMAR,RE+COLONIAL,810,JAA,48.81,dormitorios
ALBAMAR,RE+COLONIAL,808,HY,66.49,dormitorios
ALBAMAR,RE+COLONIAL,807,GX,65.44,dormitorios
ALBAMAR,RE+COLONIAL,802,B,64.13,dormitorios
ALBAMAR,RE+COLONIAL,801,A,64.48,dormitorios
ALBAMAR,RE+COLONIAL,711,KAB,50.46,dormitorios
ALBAMAR,RE+COLONIAL,710,JAA,48.81,dormitorios
ALBAMAR,RE+COLONIAL,709,IZ,58.62,dormitorios
ALBAMAR,RE+COLONIAL,708,HY,66.49,dormitorios
IMAGINA,ALTO ALBORADA 2,204,DPTO C204 AL C2304,64.45,vista
ALBAMAR,RE+COLONIAL,707,GX,65.44,dormitorios
ALBAMAR,RE+COLONIAL,702,B,64.13,dormitorios
ALBAMAR,RE+COLONIAL,611,KAB,50.46,dormitorios
IMAGINA,ALTO ALBORADA 2,210,DPTO C210 AL C2310,66.34,vista
IMAGINA,ALTO ALBORADA 2,304,DPTO C204 AL C2304,64.45,vista
ALBAMAR,RE+COLONIAL,609,IZ,58.62,dormitorios
ALBAMAR,RE+COLONIAL,602,B,64.13,dormitorios
ALBAMAR,RE+COLONIAL,601,A,64.48,dormitorios
IMAGINA,ALTO ALBORADA 2,405,DPTO C205 AL C2305,64.25,vista
IMAGINA,ALTO ALBORADA 2,408,DPTO C208 AL C2308,64.49,vista
ALBAMAR,RE+COLONIAL,511,KAB,50.46,dormitorios
ALBAMAR,RE+COLONIAL,509,IZ,58.62,dormitorios
ALBAMAR,RE+COLONIAL,501,A,64.48,dormitorios
ALBAMAR,RE+COLONIAL,411,KAB,50.46,dormitorios
IMAGINA,ALTO ALBORADA 2,410,DPTO C210 AL C2310,66.34,vista
IMAGINA,ALTO ALBORADA 2,505,DPTO C205 AL C2305,64.25,vista
ALBAMAR,RE+COLONIAL,410,JAA,48.81,dormitorios
ALBAMAR,RE+COLONIAL,409,IZ,58.62,dormitorios
ALBAMAR,RE+COLONIAL,311,KAB,50.46,dormitorios
ALBAMAR,RE+COLONIAL,310,JAA,48.81,dormitorios
ALBAMAR,RE+COLONIAL,309,IZ,58.62,dormitorios
ALBAMAR,RE+COLONIAL,305,EV,47.53,dormitorios
ALBAMAR,RE+COLONIAL,207,IZ,58.62,dormitorios
ALBAMAR,RE+COLONIAL,203,EV,47.53,dormitorios
ALBAMAR,RE+COLONIAL,202,DSU,65.93,dormitorios
URBANA,S14,1102,,66.2,vista
IMAGINA,ALTO ALBORADA 2,601,DPTO C201 AL C2301,64.51,vista
IMAGINA,ALTO ALBORADA 2,606,DPTO C206 AL C2306,73.18,dormitorios; vista
IMAGINA,ALTO ALBORADA 2,608,DPTO C208 AL C2308,64.49,vista
URBANA,S14,703,,66.33,vista
URBANA,S14,1908,,69.41,vista
IMAGINA,ALTO ALBORADA 2,610,DPTO C210 AL C2310,66.34,vista
